@RELATION pacman-data

@ATTRIBUTE comida-cercana NUMERIC
@ATTRIBUTE dist-fantasma-0 NUMERIC
@ATTRIBUTE dist-fantasma-1 NUMERIC
@ATTRIBUTE dist-fantasma-2 NUMERIC
@ATTRIBUTE dist-fantasma-3 NUMERIC
@ATTRIBUTE pos-pac-X NUMERIC
@ATTRIBUTE pos-pac-Y NUMERIC
@ATTRIBUTE pos-fantasma-cercano-X NUMERIC
@ATTRIBUTE pos-fantasma-cercano-Y NUMERIC
@ATTRIBUTE mejor-direccion {East, West, North, South}
@ATTRIBUTE score NUMERIC
@ATTRIBUTE score-siguiente NUMERIC
@ATTRIBUTE direction {East, West, North, South, Stop}

@data
1, 0, 0, 3, 0, 6, 5, 6, 2, South, 3159, 3258, South
1, 0, 0, 2, 0, 6, 4, 6, 2, South, 3258, 3557, South
1, 0, 0, 0, 0, 6, 3, 2, 1, West, 3557, 3557, South

1, 8, 7, 6, 7, 10, 1, 10, 7, North, 99, 198, East
1, 10, 7, 7, 6, 11, 1, 11, 7, North, 198, 297, East
1, 10, 9, 7, 8, 12, 1, 11, 7, North, 297, 296, East
2, 8, 8, 7, 8, 11, 1, 10, 7, North, 296, 295, West
2, 6, 6, 7, 8, 10, 1, 10, 7, North, 295, 294, West
1, 8, 7, 7, 6, 9, 1, 9, 7, North, 294, 393, West
1, 8, 8, 9, 7, 8, 1, 9, 7, North, 393, 492, West
1, 10, 10, 9, 8, 7, 1, 9, 7, North, 492, 591, West
1, 10, 11, 11, 8, 6, 1, 8, 7, North, 591, 690, West
1, 10, 10, 9, 7, 6, 2, 8, 7, North, 690, 789, North
1, 8, 8, 9, 5, 6, 3, 7, 7, North, 789, 888, North
1, 8, 6, 8, 3, 6, 4, 6, 7, North, 888, 987, North
1, 6, 6, 6, 3, 6, 5, 6, 8, North, 987, 1086, North
1, 6, 6, 6, 2, 6, 6, 6, 8, North, 1086, 1185, North
1, 4, 6, 4, 1, 6, 7, 6, 8, North, 1185, 1484, North
1, 4, 5, 4, 0, 6, 8, 9, 7, East, 1484, 1483, North
1, 3, 6, 3, 0, 6, 7, 9, 7, East, 1483, 1482, South
2, 3, 6, 2, 0, 7, 7, 9, 7, East, 1482, 1681, East
3, 3, 6, 0, 0, 8, 7, 10, 8, East, 1681, 1680, East
