@RELATION pacman-data

@ATTRIBUTE comida-cercana NUMERIC
@ATTRIBUTE dist-fantasma-0 NUMERIC
@ATTRIBUTE dist-fantasma-1 NUMERIC
@ATTRIBUTE dist-fantasma-2 NUMERIC
@ATTRIBUTE dist-fantasma-3 NUMERIC
@ATTRIBUTE pos-pac-X NUMERIC
@ATTRIBUTE pos-pac-Y NUMERIC
@ATTRIBUTE pos-fantasma-cercano-X NUMERIC
@ATTRIBUTE pos-fantasma-cercano-Y NUMERIC
@ATTRIBUTE mejor-direccion {East, West, North, South}
@ATTRIBUTE score NUMERIC
@ATTRIBUTE score-siguiente NUMERIC
@ATTRIBUTE direction {East, West, North, South, Stop}

@data
1, 15, 12, 11, 12, 15, 3, 14, 13, North, 296, 395, North
1, 16, 13, 12, 11, 16, 3, 17, 13, North, 395, 494, East
1, 17, 14, 13, 10, 17, 3, 17, 13, North, 494, 593, East
1, 18, 15, 14, 11, 18, 3, 17, 13, North, 593, 692, East
1, 17, 14, 13, 10, 18, 4, 17, 13, North, 692, 791, North
1, 16, 13, 12, 9, 18, 5, 17, 13, North, 791, 890, North
1, 15, 12, 11, 8, 18, 6, 17, 13, North, 890, 989, North
1, 16, 13, 12, 9, 19, 6, 17, 13, North, 989, 1088, East
1, 17, 14, 13, 10, 20, 6, 17, 13, North, 1088, 1187, East
1, 18, 15, 14, 11, 21, 6, 17, 13, North, 1187, 1286, East
1, 17, 14, 13, 10, 21, 7, 17, 13, North, 1286, 1385, North
1, 16, 13, 12, 9, 21, 8, 17, 13, North, 1385, 1484, North
1, 15, 12, 11, 8, 21, 9, 17, 13, West, 1484, 1583, North
1, 14, 11, 10, 7, 21, 10, 17, 13, West, 1583, 1682, North
1, 13, 10, 9, 6, 21, 11, 17, 13, West, 1682, 1781, North
1, 12, 9, 8, 5, 21, 12, 17, 13, West, 1781, 1880, North
1, 11, 8, 7, 4, 21, 13, 17, 13, West, 1880, 1879, North
2, 10, 7, 6, 3, 20, 13, 17, 13, West, 1879, 1878, West
3, 9, 6, 5, 2, 19, 13, 17, 13, West, 1878, 1877, West
2, 10, 7, 6, 3, 19, 14, 17, 13, West, 1877, 1876, North
2, 11, 8, 7, 4, 19, 15, 17, 13, West, 1876, 1875, North
3, 10, 7, 6, 3, 18, 15, 17, 13, South, 1875, 1874, West
3, 9, 6, 5, 2, 17, 15, 17, 13, South, 1874, 1873, West
3, 8, 5, 4, 3, 16, 15, 17, 13, South, 1873, 1872, West
3, 7, 4, 3, 4, 15, 15, 14, 13, South, 1872, 1871, West
4, 6, 3, 2, 5, 14, 15, 14, 13, South, 1871, 1870, West
5, 5, 2, 1, 4, 14, 14, 14, 13, South, 1870, 2069, South
5, 4, 1, 0, 3, 14, 13, 13, 13, West, 2069, 2068, South
4, 5, 2, 0, 2, 15, 13, 13, 13, West, 2068, 2067, East
4, 6, 3, 0, 1, 16, 13, 17, 13, East, 2067, 2266, East
4, 7, 4, 0, 0, 17, 13, 13, 13, West, 2266, 2265, East
4, 6, 3, 0, 0, 16, 13, 13, 13, West, 2265, 2264, West
4, 5, 2, 0, 0, 15, 13, 13, 13, West, 2264, 2263, West
5, 4, 1, 0, 0, 14, 13, 13, 13, West, 2263, 2462, West
5, 3, 0, 0, 0, 13, 13, 10, 13, West, 2462, 2461, West
4, 2, 0, 0, 0, 12, 13, 10, 13, West, 2461, 2460, West
4, 1, 0, 0, 0, 11, 13, 10, 13, West, 2460, 2659, West
4, 0, 0, 0, 0, 10, 13, 10, 13, East, 2659, 2659, West

1, 8, 5, 6, 17, 9, 1, 8, 5, North, -1, -2, Stop
1, 8, 4, 5, 16, 9, 1, 9, 5, North, -2, -3, Stop
1, 8, 4, 4, 15, 9, 1, 9, 5, North, -3, 96, Stop
1, 8, 5, 4, 15, 10, 1, 10, 5, North, 96, 195, East
1, 8, 7, 5, 14, 11, 1, 10, 5, North, 195, 294, East
1, 9, 8, 7, 12, 12, 1, 10, 6, North, 294, 393, East
1, 0, 8, 9, 12, 13, 1, 4, 1, West, 393, 492, East
1, 0, 8, 9, 11, 13, 2, 4, 1, West, 492, 591, North
1, 0, 6, 8, 11, 13, 3, 3, 1, West, 591, 690, North
1, 0, 6, 6, 9, 13, 4, 2, 1, West, 690, 789, North
1, 0, 6, 5, 7, 13, 5, 2, 1, West, 789, 888, North
1, 0, 4, 4, 7, 13, 6, 1, 1, West, 888, 987, North
1, 0, 4, 4, 5, 13, 7, 1, 1, West, 987, 1086, North
1, 0, 4, 3, 6, 12, 7, 2, 1, West, 1086, 1185, West
1, 0, 3, 3, 6, 11, 7, 3, 1, West, 1185, 1284, West
1, 0, 1, 2, 6, 10, 7, 2, 1, West, 1284, 1483, West
2, 0, 1, 0, 7, 10, 6, 1, 1, West, 1483, 1682, South
1, 0, 0, 0, 7, 9, 6, 2, 1, West, 1682, 1681, West
1, 0, 0, 0, 8, 9, 6, 3, 1, West, 1681, 1680, West
1, 0, 0, 9, 9, 9, 6, 3, 1, West, 1680, 1679, West
2, 0, 0, 10, 9, 10, 6, 4, 1, West, 1679, 1678, East
1, 0, 0, 10, 8, 10, 7, 4, 1, West, 1678, 1677, North
2, 0, 0, 12, 8, 11, 7, 3, 1, West, 1677, 1676, East
2, 0, 0, 12, 7, 12, 7, 3, 1, West, 1676, 1675, East
1, 0, 14, 14, 6, 13, 7, 2, 1, West, 1675, 1774, East
1, 0, 14, 15, 4, 14, 7, 2, 1, West, 1774, 1873, East
1, 0, 14, 15, 3, 15, 7, 1, 1, West, 1873, 1972, East
1, 0, 16, 17, 2, 15, 8, 2, 1, West, 1972, 2071, North
1, 0, 18, 18, 2, 15, 9, 2, 1, West, 2071, 2370, North
1, 0, 18, 0, 0, 16, 9, 2, 1, West, 2370, 2469, East
2, 0, 18, 0, 0, 17, 9, 1, 1, West, 2469, 2468, East
2, 0, 18, 0, 0, 16, 9, 1, 1, West, 2468, 2467, West
2, 0, 16, 0, 0, 15, 9, 2, 1, West, 2467, 2466, West
2, 0, 14, 0, 0, 15, 8, 3, 1, West, 2466, 2465, South
1, 0, 12, 0, 0, 15, 7, 2, 1, West, 2465, 2464, South
1, 0, 12, 0, 0, 15, 7, 1, 1, West, 2464, 2563, South
1, 0, 14, 0, 0, 16, 7, 1, 1, West, 2563, 2562, East
1, 0, 13, 0, 0, 16, 7, 2, 1, West, 2562, 2661, East
1, 0, 12, 0, 0, 16, 6, 1, 1, West, 2661, 2760, South
1, 0, 11, 0, 0, 16, 5, 1, 1, West, 2760, 2859, South
1, 0, 10, 0, 0, 16, 4, 2, 1, West, 2859, 2958, South
1, 0, 10, 0, 0, 16, 3, 2, 1, West, 2958, 3057, South
1, 0, 10, 0, 0, 15, 3, 3, 1, West, 3057, 3156, West
2, 0, 10, 11, 9, 14, 3, 3, 1, West, 3156, 3155, West
1, 0, 8, 10, 7, 13, 3, 2, 1, West, 3155, 3254, West
1, 0, 8, 9, 7, 12, 3, 2, 1, West, 3254, 3353, West
1, 0, 8, 0, 5, 11, 3, 1, 1, West, 3353, 3452, West
1, 0, 6, 7, 5, 10, 3, 1, 1, West, 3452, 3551, West
1, 9, 6, 6, 5, 9, 3, 1, 2, West, 3551, 3650, West
1, 7, 6, 0, 3, 8, 3, 1, 3, West, 3650, 3749, West
1, 7, 6, 4, 2, 7, 3, 1, 2, West, 3749, 3848, West
1, 5, 6, 3, 1, 6, 3, 1, 3, West, 3848, 4147, West
1, 5, 8, 2, 0, 5, 3, 1, 4, West, 4147, 4146, West
1, 5, 6, 2, 0, 6, 3, 1, 3, West, 4146, 4245, East
1, 5, 5, 4, 0, 6, 4, 1, 4, West, 4245, 4344, North
1, 7, 4, 4, 0, 6, 5, 1, 3, West, 4344, 4443, North
1, 7, 2, 4, 0, 6, 6, 1, 4, West, 4443, 4542, North
1, 8, 2, 5, 0, 6, 7, 1, 4, West, 4542, 4641, North
1, 9, 1, 5, 0, 6, 8, 1, 4, West, 4641, 4940, North
1, 10, 0, 5, 0, 6, 9, 1, 4, West, 4940, 4939, North
1, 9, 0, 5, 0, 6, 9, 1, 5, West, 4939, 4938, North
2, 7, 0, 5, 0, 6, 8, 1, 6, West, 4938, 4937, South
1, 5, 0, 4, 5, 6, 7, 1, 7, West, 4937, 4936, South
2, 7, 0, 2, 3, 6, 6, 1, 8, West, 4936, 5135, South
1, 7, 0, 0, 3, 6, 5, 1, 7, West, 5135, 5234, South
1, 6, 0, 0, 2, 5, 5, 1, 7, West, 5234, 5333, West
1, 4, 0, 0, 3, 4, 5, 1, 6, West, 5333, 5432, West
1, 4, 0, 0, 4, 3, 5, 1, 7, West, 5432, 5531, West
1, 3, 0, 0, 6, 2, 5, 1, 7, North, 5531, 5630, West

1, 8, 5, 6, 17, 9, 1, 8, 5, North, -1, 98, Stop
1, 9, 6, 5, 16, 10, 1, 11, 5, North, 98, 197, East
1, 10, 7, 4, 15, 11, 1, 11, 5, North, 197, 296, East
1, 11, 8, 5, 14, 12, 1, 11, 5, North, 296, 395, East
1, 12, 9, 6, 13, 13, 1, 11, 5, North, 395, 494, East
1, 11, 8, 5, 12, 13, 2, 11, 5, North, 494, 593, North
1, 10, 7, 4, 11, 13, 3, 11, 5, West, 593, 692, North
1, 11, 6, 3, 10, 13, 4, 11, 5, West, 692, 791, North
1, 12, 5, 2, 9, 13, 5, 11, 5, West, 791, 890, North
1, 13, 6, 3, 8, 14, 5, 11, 5, West, 890, 989, East
1, 14, 7, 4, 7, 15, 5, 11, 5, West, 989, 1088, East
1, 15, 8, 5, 6, 16, 5, 11, 5, West, 1088, 1187, East
1, 16, 9, 6, 5, 17, 5, 18, 9, North, 1187, 1286, East
1, 17, 10, 7, 4, 18, 5, 18, 9, North, 1286, 1385, East
1, 18, 11, 8, 3, 18, 6, 18, 9, North, 1385, 1484, North
1, 19, 12, 9, 2, 18, 7, 18, 9, North, 1484, 1583, North
2, 20, 13, 10, 1, 18, 8, 18, 9, North, 1583, 1782, North
1, 21, 14, 11, 0, 18, 9, 11, 5, West, 1782, 1881, North
1, 20, 13, 10, 0, 17, 9, 11, 5, West, 1881, 1980, West
1, 19, 12, 9, 0, 16, 9, 11, 5, West, 1980, 2079, West
1, 18, 11, 8, 0, 15, 9, 11, 5, West, 2079, 2178, West
1, 17, 10, 7, 0, 15, 8, 11, 5, West, 2178, 2277, South
1, 16, 9, 6, 0, 15, 7, 11, 5, West, 2277, 2376, South
1, 15, 8, 5, 0, 14, 7, 11, 5, West, 2376, 2475, West
1, 14, 7, 4, 0, 13, 7, 11, 5, West, 2475, 2574, West
1, 13, 6, 3, 0, 12, 7, 11, 5, South, 2574, 2673, West
1, 12, 5, 2, 0, 11, 7, 11, 5, South, 2673, 2772, West
1, 11, 4, 3, 0, 10, 7, 11, 5, South, 2772, 2771, West
2, 10, 3, 2, 0, 10, 6, 11, 5, East, 2771, 2770, South
2, 9, 2, 1, 0, 10, 5, 11, 5, East, 2770, 2969, South

